organisationunitid,organisationunitname,district_name,district_code,province_name,province_code,organisationunitcode,2015-06-27,2016-06-26,2017-06-26,2018-06-26,2019-06-27,2020-06-26,2021-06-26,2022-06-26,2023-06-27,2024-06-26,2025-06-26,2015-09-29,2016-09-28,2017-09-28,2018-09-28,2019-09-29,2020-09-28,2021-09-28,2022-09-28,2023-09-29,2024-09-28,2025-09-28,2015-04-25,2016-04-24,2017-04-25,2018-04-25,2019-04-25,2020-04-24,2021-04-25,2022-04-25,2023-04-25,2024-04-24,2025-04-25,2015-08-29,2016-08-28,2017-08-28,2018-08-28,2019-08-29,2020-08-28,2021-08-28,2022-08-28,2023-08-29,2024-08-28,2025-08-28,2016-03-25,2017-03-25,2018-03-26,2019-03-26,2020-03-25,2021-03-25,2022-03-26,2023-03-26,2024-03-25,2025-03-25,2016-02-24,2017-02-23,2018-02-24,2019-02-24,2020-02-24,2021-02-24,2022-02-24,2023-02-24,2024-02-24,2025-02-24,2015-05-26,2016-05-25,2017-05-26,2018-05-26,2019-05-26,2020-05-25,2021-05-26,2022-05-26,2023-05-26,2024-05-25,2025-05-26,2015-10-29,2016-10-28,2017-10-29,2018-10-29,2019-10-29,2020-10-28,2021-10-29,2022-10-29,2023-10-29,2024-10-28,2025-10-29,2016-01-26,2017-01-25,2018-01-26,2019-01-26,2020-01-26,2021-01-25,2022-01-26,2023-01-26,2024-01-26,2025-01-25,2015-11-28,2016-11-27,2017-11-28,2018-11-28,2019-11-28,2020-11-27,2021-11-28,2022-11-28,2023-11-28,2024-11-27,2025-11-28,2015-12-27,2016-12-27,2017-12-27,2018-12-27,2019-12-28,2020-12-27,2021-12-27,2022-12-27,2023-12-28,2024-12-27,2015-07-28,2016-07-27,2017-07-27,2018-07-28,2019-07-28,2020-07-27,2021-07-27,2022-07-28,2023-07-28,2024-07-27,2025-07-28
xPU2FhwKsRf,10901 Yangbarak Rural Municipality,109 PANCHTHAR,109,1 Koshi Province,1,10901,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,2.0,2.0
Bttts23FIp4,30604 Budhanilkhantha Municipality,306 KATHMANDU,306,3 Bagmati Province,3,30604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QaGifEG44bz,30302 Aamachhodingmo Rural Municipality,303 RASUWA,303,3 Bagmati Province,3,30302,0,0,0,0,0,0,2.0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0
A59slhEIrcI,20612 Paroha Municipality,206 RAUTAHAT,206,2 Madhesh Province,2,20612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
UwdMA5hDFCB,70109 Tribeni Municipality,701 BAJURA,701,7 Sudurpashchim Province,7,70109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
of5txBWqdOE,30912 Mahabharat Rural Municipality,309 KAVREPALANCHOK,309,3 Bagmati Province,3,30912,0,0,0,1.0,1.0,1.0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,4.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1.0,1.0,2.0,0,1.0,0,2.0,0
pFBMPRDcabz,50309 Sarumarani Rural Municipality,503 PYUTHAN,503,5 Lumbini Province,5,50309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
kG2N6Qdbgyh,30208 Balephi Rural Municipality,302 SINDHUPALCHOK,302,3 Bagmati Province,3,30208,0,0,0,4.0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,3.0,0,0,0,1.0,1.0,2.0,0,1.0,0,2.0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,0,2.0,1.0,0,0,1.0,1.0,2.0
zhcnfhX1HNv,70608 Badi Kedar Rural Municipality,706 DOTI,706,7 Sudurpashchim Province,7,70608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0,0,0,0,1.0,0
sYffyMFZFcY,40909 Walling Municipality,409 SYANGJA,409,4 Gandaki Province,4,40909,1.0,31.0,21.0,13.0,11.0,9.0,11.0,14.0,11.0,13.0,24.0,4.0,27.0,30.0,9.0,26.0,20.0,24.0,26.0,23.0,3.0,5.0,3.0,0,1.0,13.0,3.0,1.0,4.0,3.0,3.0,7.0,7.0,4.0,33.0,32.0,14.0,33.0,36.0,16.0,36.0,18.0,19.0,23.0,0,0,3.0,0,0,5.0,3.0,0,0,2.0,0,0,0,0,0,1.0,2.0,0,0,0,9.0,9.0,21.0,18.0,7.0,10.0,9.0,8.0,6.0,4.0,16.0,0,14.0,8.0,3.0,20.0,5.0,2.0,2.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,4.0,42.0,26.0,19.0,25.0,10.0,14.0,40.0,16.0,13.0,54.0
lfvPvTzR3Kt,60802 Sanibheri Rural Municipality,608 RUKUM WEST,608,6 Karnali Province,6,60802,0,0,1.0,1.0,0,0,5.0,2.0,1.0,2.0,2.0,0,0,0,1.0,0,2.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,0,2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.0,0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0,2.0,1.0,7.0,0
REamYQDDc8L,20113 Rajbiraj Municipality,201 SAPTARI,201,2 Madhesh Province,2,20113,0,0,163.0,0,0,0,0,0,83.0,0,0,0,0,0,0,0,0,0,35.0,69.0,0,0,0,0,155.0,0,0,0,0,0,69.0,0,0,0,0,0,0,0,0,0,87.0,25.0,0,0,0,0,0,0,0,0,0,29.0,15.0,0,0,0,0,0,0,0,0,60.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,80.0,0,0,0,0,0,0,0,0,0,80.0,17.0,0,0,0,0,0,0,0,0,107.0,0,0,0,0,0,0,0,0,0,0,33.0,69.0,0,0,0,0,0,0,0,0,25.0,0,0,0
aCFDSXlmccd,10301 Khumbu Pasanglhamu Rural Municipality,103 SOLUKHUMBU,103,1 Koshi Province,1,10301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0
RXyOlRFs3Ft,30205 Melamchi Municipality,302 SINDHUPALCHOK,302,3 Bagmati Province,3,30205,1.0,7.0,1.0,0,0,3.0,3.0,1.0,1.0,8.0,5.0,0,0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,2.0,0,0,1.0,0,1.0,2.0,2.0,2.0,0,1.0,5.0,0,0,1.0,0,0,1.0,0,0,0,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,3.0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,2.0,3.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0,2.0,2.0,1.0,3.0,16.0
T8quwYZYfsu,30401 Rubi Valley Rural Municipality,304 DHADING,304,3 Bagmati Province,3,30401,1.0,0,2.0,0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,0,0,3.0,0,2.0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,1.0,0,1.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,2.0,0,1.0,6.0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,2.0,4.0,1.0,2.0,1.0,8.0
x9TFkDJyQbt,60907 Sharada Municipality,609 SALYAN,609,6 Karnali Province,6,60907,0,0,0,0,2.0,0,5.0,6.0,4.0,1.0,0,0,0,0,0,0,0,2.0,6.0,0,5.0,4.0,0,0,0,0,0,0,0,3.0,0,0,0,4.0,0,0,0,1.0,0,5.0,18.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,3.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,1.0,0,0,5.0,0,0,3.0,19.0
CfshIuUoZCa,40103 Barpak Sulikot Rural Municipality,401 GORKHA,401,4 Gandaki Province,4,40103,0,0,0,2.0,0,2.0,2.0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,3.0,0,2.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,2.0,0,0,0,2.0,0,1.0,1.0,2.0
Z4Qs1YyiL5j,20410 Manara Shisawa Municipality,204 MAHOTTARI,204,2 Madhesh Province,2,20410,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
LHlCGNNM8nF,50803 Sainamaina Municipality,508 RUPANDEHI,508,5 Lumbini Province,5,50803,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,38.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
od29axZQYBM,20709 Karaiyamai Rural Municipality,207 BARA,207,2 Madhesh Province,2,20709,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yR30qKyaGd2,20601 Chandrapur Municipality,206 RAUTAHAT,206,2 Madhesh Province,2,20601,86.0,113.0,0,25.0,32.0,38.0,21.0,0,0,0,0,73.0,54.0,32.0,22.0,0,13.0,29.0,0,64.0,0,0,156.0,44.0,46.0,52.0,64.0,0,0,0,0,0,2.0,72.0,76.0,49.0,25.0,210.0,23.0,17.0,0,102.0,0,0,72.0,100.0,0,30.0,33.0,13.0,0,0,0,0,14.0,0,0,32.0,40.0,4.0,0,0,0,0,155.0,63.0,0,44.0,0,56.0,20.0,0,0,0,0,53.0,95.0,12.0,88.0,0,4.0,28.0,0,5.0,0,15.0,0,0,2.0,0,0,4.0,0,0,0,0,8.0,0,13.0,0,0,0,0,0,3.0,0,0,5.0,6.0,2.0,0,0,0,25.0,0,7.0,0,0,159.0,46.0,41.0,76.0,32.0,13.0,0,112.0,0,15.0
wqUu19NIUqZ,40902 Phedikhola Rural Municipality,409 SYANGJA,409,4 Gandaki Province,4,40902,0,0,2.0,0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,0,0,0,2.0,0,0
buXxVwO9Yq6,51010 Rajpur Rural Municipality,510 DANG,510,5 Lumbini Province,5,51010,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
ItuhK7FfBhx,61006 Birendranagar Municipality,610 SURKHET,610,6 Karnali Province,6,61006,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,3.0,0,0,0,2.0,0,0,0
ZYSpy8oLqWo,20802 Jirabhawani Rural Municipality,208 PARSA,208,2 Madhesh Province,2,20802,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seMsxiJS8sz,20402 Gaushala Municipality,204 MAHOTTARI,204,2 Madhesh Province,2,20402,0,0,0,0,0,13.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,7.0,3.0,0,0,0,0,0,0,4.0,0,0,8.0,4.0,1.0,0,0,0,12.0,0,8.0,0,27.0,4.0,3.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,17.0,0,0,0,2.0,0,0,0,0,0,0,0,0,7.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,10.0,0,0,0,0,0
U4kYiiDNknr,31102 Phikkal Rural Municipality,311 SINDHULI,311,3 Bagmati Province,3,31102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0
c5xvFc10jWu,11115 Kachanakawal Rural Municipality,111 JHAPA,111,1 Koshi Province,1,11115,0,0,0,0,0,0,53.0,0,0,24.0,31.0,0,0,0,0,0,0,36.0,25.0,15.0,23.0,0,0,0,0,0,0,0,0,0,30.0,6.0,8.0,0,0,0,0,0,0,0,46.0,27.0,41.0,0,0,0,0,0,0,0,0,21.0,6.0,0,0,0,0,0,0,0,4.0,8.0,8.0,0,0,0,0,0,0,0,0,15.0,21.0,15.0,15.0,0,0,0,0,0,0,0,19.0,7.0,18.0,9.0,0,0,0,0,0,0,0,8.0,0,5.0,0,0,0,0,0,0,13.0,12.0,8.0,7.0,9.0,0,0,0,0,0,0,4.0,2.0,1.0,2.0,0,0,0,0,0,0,47.0,44.0,0,25.0,126.0
ocZon5HzPOG,30903 Mandan Deupur Municipality,309 KAVREPALANCHOK,309,3 Bagmati Province,3,30903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
DUyrbiuup9f,50812 Mayadevi Rural Municipality,508 RUPANDEHI,508,5 Lumbini Province,5,50812,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,4.0,0,0,0,0,0,24.0
KBOIBsIq9R7,50609 Mathagadhi Rural Municipality,506 PALPA,506,5 Lumbini Province,5,50609,1.0,1.0,0,0,0,0,2.0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,2.0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,27.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,3.0,3.0
dEtwSiS6KNj,70104 Swami Kartik Rural Municipality,701 BAJURA,701,7 Sudurpashchim Province,7,70104,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
t5SAADE3GA6,50905 Krishnanagar Municipality,509 KAPILBASTU,509,5 Lumbini Province,5,50905,0,0,21.0,0,0,0,0,0,1.0,2.0,0,0,29.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,6.0,0,0,28.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,16.0,0,0,0,0,0,0,0,0
NhzpDUmOnX1,50302 Naubahini Rural Municipality,503 PYUTHAN,503,5 Lumbini Province,5,50302,0,0,0,2.0,0,1.0,0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2.0,1.0,3.0,0
bcA7xbjb8bV,10603 Tyamke Maiyum Rural Municipality,106 BHOJPUR,106,1 Koshi Province,1,10603,2.0,1.0,5.0,0,2.0,2.0,2.0,1.0,1.0,0,1.0,0,0,2.0,3.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,3.0,1.0,2.0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,1.0,14.0,1.0,0,3.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,2.0,2.0,0,1.0,1.0,0,12.0
upTIN1Trha0,60609 Bhagawatimai Rural Municipality,606 DAILEKH,606,6 Karnali Province,6,60609,0,1.0,0,0,1.0,0,1.0,0,0,0,2.0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,2.0,2.0,4.0
VcF5bn0dGEP,51002 Ghorahi Sub-Metropolitan City,510 DANG,510,5 Lumbini Province,5,51002,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,8.0,6.0,6.0,0,0,0,0,0,0,0,0,0,6.0,2.0,0,0,0,0,0,0,0,0,4.0,6.0,6.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,8.0,16.0,0,0,0,0,0,0,0,0,0,6.0,8.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,20.0
