organisationunitid,organisationunitname,district_name,district_code,province_name,province_code,organisationunitcode,2015-06-27,2016-06-26,2017-06-26,2018-06-26,2019-06-27,2020-06-26,2021-06-26,2022-06-26,2023-06-27,2024-06-26,2025-06-26,2015-09-29,2016-09-28,2017-09-28,2018-09-28,2019-09-29,2020-09-28,2021-09-28,2022-09-28,2023-09-29,2024-09-28,2025-09-28,2015-04-25,2016-04-24,2017-04-25,2018-04-25,2019-04-25,2020-04-24,2021-04-25,2022-04-25,2023-04-25,2024-04-24,2025-04-25,2015-08-29,2016-08-28,2017-08-28,2018-08-28,2019-08-29,2020-08-28,2021-08-28,2022-08-28,2023-08-29,2024-08-28,2025-08-28,2016-03-25,2017-03-25,2018-03-26,2019-03-26,2020-03-25,2021-03-25,2022-03-26,2023-03-26,2024-03-25,2025-03-25,2016-02-24,2017-02-23,2018-02-24,2019-02-24,2020-02-24,2021-02-24,2022-02-24,2023-02-24,2024-02-24,2025-02-24,2015-05-26,2016-05-25,2017-05-26,2018-05-26,2019-05-26,2020-05-25,2021-05-26,2022-05-26,2023-05-26,2024-05-25,2025-05-26,2015-10-29,2016-10-28,2017-10-29,2018-10-29,2019-10-29,2020-10-28,2021-10-29,2022-10-29,2023-10-29,2024-10-28,2025-10-29,2016-01-26,2017-01-25,2018-01-26,2019-01-26,2020-01-26,2021-01-25,2022-01-26,2023-01-26,2024-01-26,2025-01-25,2015-11-28,2016-11-27,2017-11-28,2018-11-28,2019-11-28,2020-11-27,2021-11-28,2022-11-28,2023-11-28,2024-11-27,2025-11-28,2015-12-27,2016-12-27,2017-12-27,2018-12-27,2019-12-28,2020-12-27,2021-12-27,2022-12-27,2023-12-28,2024-12-27,2015-07-28,2016-07-27,2017-07-27,2018-07-28,2019-07-28,2020-07-27,2021-07-27,2022-07-28,2023-07-28,2024-07-27,2025-07-28
XeUjDTr86BB,30602 Kageshwori Manahara Municipality,306 KATHMANDU,306,3 Bagmati Province,3,30602,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
dIazHm6ngNe,31302 Kalika Municipality,313 CHITWAN,313,3 Bagmati Province,3,31302,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,6.0,0,0,0,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,3.0,2.0
CPAdGKO7IuX,40701 Bhanu Municipality,407 TANAHU,407,4 Gandaki Province,4,40701,3.0,7.0,0,1.0,0,0,0,1.0,0,0,3.0,9.0,6.0,0,4.0,4.0,3.0,0,0,2.0,4.0,0,4.0,4.0,0,0,2.0,2.0,0,0,0,0,6.0,8.0,5.0,0,2.0,2.0,3.0,2.0,0,1.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,6.0,4.0,0,0,0,2.0,0,0,1.0,0,4.0,7.0,4.0,0,0,0,3.0,0,0,0,6.0,20.0,3.0,0,0,2.0,0,0,0,0,0,0,7.0,5.0,0,0,0,2.0,0,0,0,1.0,18.0,5.0,5.0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,1.0,0,1.0,41.0
fEFYRClTwTr,20213 Bhagawanpur Rural Municipality,202 SIRAHA,202,2 Madhesh Province,2,20213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0
OGBAz1Z7iE9,60407 Tila Rural Municipality,604 JUMLA,604,6 Karnali Province,6,60407,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fxxVxM4Dznm,20803 Jagarnathpur Rural Municipality,208 PARSA,208,2 Madhesh Province,2,20803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
if6E8fKPpZJ,60904 Siddha Kumakh Rural Municipality,609 SALYAN,609,6 Karnali Province,6,60904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
q1noskqyYet,20205 Karjanha Municipality,202 SIRAHA,202,2 Madhesh Province,2,20205,0,0,0,0,0,2.0,2.0,0,6.0,5.0,0,0,0,0,0,0,2.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,3.0,0,0,0,0,9.0,0,0,0,0,0,2.0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,6.0,0,0,0,0,0
dVjrEKQVAjU,11002 Sandakpur Rural Municipality,110 ILAM,110,1 Koshi Province,1,11002,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G58bwGWfyhX,10701 Mahalaxmi Municipality,107 DHANKUTA,107,1 Koshi Province,1,10701,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2.0,1.0,0,4.0,0,0,0,0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,0,0,0,0,0,0,2.0
rA6JEBcbzki,50811 Siddharthanagar Municipality,508 RUPANDEHI,508,5 Lumbini Province,5,50811,0,0,0,0,0,187.0,0,222.0,220.0,0,0,0,0,0,0,114.0,113.0,168.0,104.0,0,0,0,0,0,0,0,0,40.0,0,83.0,0,0,0,0,0,0,0,296.0,147.0,219.0,174.0,273.0,0,0,0,0,0,0,28.0,0,71.0,22.0,0,0,0,0,0,0,13.0,0,19.0,17.0,0,0,0,0,0,2.0,0,0,0,121.0,109.0,0,0,0,0,0,0,69.0,75.0,119.0,39.0,0,0,0,0,0,0,0,5.0,1.0,11.0,3.0,0,0,0,0,0,0,38.0,21.0,48.0,13.0,0,0,0,0,0,0,0,1.0,6.0,8.0,0,0,0,0,0,0,0,0,125.0,114.0,208.0,0,2.0,0
MGHrhNDK1Un,70609 Jorayal Rural Municipality,706 DOTI,706,7 Sudurpashchim Province,7,70609,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,1.0
A4ASYhangp4,40405 Mangala Rural Municipality,404 MYAGDI,404,4 Gandaki Province,4,40405,0,0,1.0,1.0,1.0,0,7.0,0,3.0,2.0,2.0,0,0,0,0,2.0,1.0,1.0,2.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,1.0,2.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,2.0
lIDmub972Qv,31108 Marin Rural Municipality,311 SINDHULI,311,3 Bagmati Province,3,31108,0,0,0,4.0,0,2.0,0,0,3.0,0,0,0,1.0,0,1.0,0,0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,0,0,0,0,3.0,2.0,3.0,10.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,10.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2.0
oiPoxEsEVm5,11206 Kanepokhari Rural Municipality,112 MORANG,112,1 Koshi Province,1,11206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrH1J7KIk4g,10407 Sunkoshi Rural Municipality,104 OKHALDHUNGA,104,1 Koshi Province,1,10407,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,3.0
URrTfccviIx,20617 Gaur Municipality,206 RAUTAHAT,206,2 Madhesh Province,2,20617,0,0,71.0,70.0,0,0,0,0,0,0,0,0,51.0,0,62.0,0,0,0,0,0,0,0,0,0,82.0,83.0,62.0,0,0,0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,99.0,1.0,0,0,0,0,0,0,0,42.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,0,0,0,0,0,0,0,0,0
dXlL4KSKWt8,50307 Mallarani Rural Municipality,503 PYUTHAN,503,5 Lumbini Province,5,50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,4.0,0
vRXbpkNHDuC,11006 Mangsebung Rural Municipality,110 ILAM,110,1 Koshi Province,1,11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tUOPTUihUk9,70107 Khaptad Chhededaha Rural Municipality,701 BAJURA,701,7 Sudurpashchim Province,7,70107,0,0,0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
e6uMoYPaXg3,51009 Gadhawa Rural Municipality,510 DANG,510,5 Lumbini Province,5,51009,0,0,0,0,0,0,64.0,52.0,43.0,36.0,77.0,2.0,0,0,0,0,0,33.0,20.0,27.0,42.0,25.0,0,0,0,0,0,0,0,15.0,11.0,6.0,19.0,0,1.0,1.0,0,0,0,35.0,56.0,36.0,35.0,36.0,0,0,0,0,0,0,0,5.0,3.0,0,0,0,0,0,0,0,0,5.0,2.0,1.0,0,0,0,0,0,0,25.0,17.0,18.0,13.0,0,0,0,0,0,0,0,24.0,13.0,12.0,30.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,4.0,1.0,1.0,0,0,0,0,0,0,6.0,0,0,1.0,0,0,0,0,0,0,32.0,36.0,51.0,40.0,155.0
QAvh6PqC9ao,70811 Bhajani Municipality,708 KAILALI,708,7 Sudurpashchim Province,7,70811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0
xpZx5iZTcmp,10702 Pakhribas Municipality,107 DHANKUTA,107,1 Koshi Province,1,10702,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
MhMpfcsUjqo,30411 Galchhi Rural Municipality,304 DHADING,304,3 Bagmati Province,3,30411,0,0,0,0,0,6.0,3.0,0,4.0,0,0,0,1.0,1.0,0,0,1.0,0,0,16.0,9.0,1.0,0,0,0,0,0,0,0,2.0,0,1.0,0,1.0,1.0,3.0,2.0,0,5.0,1.0,4.0,2.0,4.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,6.0,0,2.0,0,0,0,0,0,0,0,0,2.0,10.0,0,1.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,1.0,17.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2.0,0,0,0,2.0,3.0,2.0,3.0,5.0
My9JVu4tB1f,20102 Kanchanrup Municipality,201 SAPTARI,201,2 Madhesh Province,2,20102,1.0,0,8.0,0,0,0,16.0,24.0,34.0,23.0,19.0,0,14.0,6.0,0,0,0,18.0,14.0,6.0,18.0,0,15.0,5.0,0,0,0,0,0,7.0,3.0,8.0,13.0,14.0,8.0,5.0,0,0,0,14.0,18.0,1.0,18.0,31.0,7.0,6.0,0,0,0,0,3.0,3.0,4.0,12.0,5.0,6.0,0,0,0,0,3.0,1.0,3.0,0,34.0,0,8.0,4.0,0,0,2.0,15.0,3.0,11.0,16.0,5.0,14.0,0,0,0,0,16.0,14.0,1.0,15.0,0,5.0,6.0,0,0,0,0,1.0,0,1.0,1.0,0,5.0,0,0,0,0,9.0,5.0,1.0,7.0,0,6.0,6.0,0,0,0,0,2.0,1.0,0,5.0,13.0,0,0,6.0,0,0,6.0,19.0,25.0,13.0,99.0
eHA15T4IKX4,70803 Godawari Municipality,708 KAILALI,708,7 Sudurpashchim Province,7,70803,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,20.0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,2.0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
Jit4hXPt6dE,10903 Falelung Rural Municipality,109 PANCHTHAR,109,1 Koshi Province,1,10903,0,0,0,1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
dLEIDoJr160,50910 Shuddhodhan Rural Municipality,509 KAPILBASTU,509,5 Lumbini Province,5,50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
PbnmyAhSXvo,70801 Mohanyal Rural Municipality,708 KAILALI,708,7 Sudurpashchim Province,7,70801,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
EmYULdguYAk,40504 Pokhara Metropolitan City,405 KASKI,405,4 Gandaki Province,4,40504,30.0,49.0,49.0,54.0,69.0,74.0,29.0,28.0,53.0,2.0,32.0,39.0,75.0,58.0,67.0,49.0,64.0,62.0,25.0,19.0,56.0,10.0,4.0,7.0,13.0,6.0,16.0,6.0,4.0,9.0,4.0,1.0,10.0,42.0,79.0,53.0,94.0,54.0,83.0,57.0,13.0,24.0,3.0,19.0,8.0,4.0,4.0,5.0,1.0,5.0,2.0,2.0,0,16.0,0,0,5.0,7.0,3.0,9.0,0,0,14.0,0,9.0,34.0,27.0,75.0,35.0,51.0,20.0,31.0,2.0,4.0,25.0,16.0,30.0,0,17.0,29.0,47.0,4.0,6.0,0,26.0,12.0,0,1.0,0,4.0,3.0,12.0,0,2.0,0,0,4.0,23.0,6.0,0,1.0,13.0,5.0,17.0,4.0,13.0,2.0,1.0,0,0,4.0,1.0,11.0,0,0,0,26.0,61.0,75.0,5.0,84.0,125.0,40.0,67.0,28.0,43.0,34.0,155.0
Sh9Sx2iLNjY,30609 Kirtipur Municipality,306 KATHMANDU,306,3 Bagmati Province,3,30609,0,0,0,0,0,0,0,0,0,1.0,1.0,0,14.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,1.0,1.0
ON8h8G5JK6h,60806 Chaurjahari Municipality,608 RUKUM WEST,608,6 Karnali Province,6,60806,3.0,4.0,3.0,2.0,5.0,7.0,0,0,0,24.0,2.0,0,4.0,0,0,0,0,0,16.0,0,61.0,2.0,0,2.0,5.0,0,0,2.0,0,2.0,0,0,0,7.0,8.0,0,1.0,8.0,4.0,3.0,0,37.0,63.0,6.0,0,3.0,0,0,1.0,1.0,0,0,0,0,0,4.0,6.0,0,0,0,0,0,0,0,0,3.0,0,2.0,4.0,2.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,2.0,12.0,5.0,1.0,21.0,4.0,32.0,28.0
DVMRpMuFczl,11207 Pathari Shanishchare Municipality,112 MORANG,112,1 Koshi Province,1,11207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E3jE9arhqvd,60903 Banagad Kupinde Municipality,609 SALYAN,609,6 Karnali Province,6,60903,0,1.0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0
WTMxLUaucNm,70904 Bhimdatta Municipality,709 KANCHANPUR,709,7 Sudurpashchim Province,7,70904,0,0,0,0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0
GUiARD69vqI,31208 Makawanpurgadhi Rural Municipality,312 MAKWANPUR,312,3 Bagmati Province,3,31208,0,0,0,0,0,0,2.0,0,1.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,1.0
AWIh6Khl1v3,61003 Lekabeshi Municipality,610 SURKHET,610,6 Karnali Province,6,61003,0,2.0,0,1.0,0,0,0,2.0,0,1.0,0,4.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
