organisationunitid,organisationunitname,organisationunitcode,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,district_code
a9v445HgSvW,31209 Bakaiya Rural Municipality,31209,42262.0,42618.0,42970.0,40740.0,41182.0,41163.0,40877.0,40877.0,312
TmF0dOJwkow,31210 Bagmati Rural Municipality,31210,32661.0,32940.0,33224.0,30677.0,31013.0,30722.0,30102.0,30102.0,312
DX8NaqVcuB9,31301 Rapti Municipality,31301,70497.0,71893.0,73307.0,66941.0,67912.0,68439.0,68595.0,68595.0,313
dIazHm6ngNe,31302 Kalika Municipality,31302,52912.0,53993.0,55093.0,53511.0,54206.0,53696.0,54787.0,54787.0,313
bYsQAubQrYU,31303 Ichchha Kamana Rural Municipality,31303,29491.0,30020.0,30557.0,27519.0,27905.0,24745.0,28167.0,28167.0,313
T3Fa8euLX3d,31304 Bharatpur Metropolitan City,31304,333046.0,339840.0,346747.0,376197.0,380003.0,389938.0,395706.0,395706.0,313
rD5w89J2sXT,31305 Ratnanagar Municipality,31305,81638.0,83271.0,84925.0,91168.0,92359.0,93585.0,95706.0,95706.0,313
mEWltvmejLJ,31306 Khairahani Municipality,31306,66277.0,67601.0,68942.0,69653.0,70398.0,69534.0,70329.0,70329.0,313
KIBbwbvjwaR,31307 Madi Municipality,31307,44218.0,45056.0,45903.0,38818.0,39350.0,39022.0,38083.0,38083.0,313
AQ2SELcTGFP,40101 Chumanubri Rural Municipality,40101,7174.0,7102.0,7033.0,6882.0,6982.0,5615.0,5617.0,5617.0,401
ckHDueeccRO,40102 Ajirkot Rural Municipality,40102,14409.0,14223.0,14039.0,13042.0,13189.0,12057.0,12008.0,12008.0,401
CfshIuUoZCa,40103 Sulikot Rural Municipality,40103,23007.0,22697.0,22384.0,23282.0,23548.0,21342.0,21681.0,21681.0,401
eTrK1SZ2dxk,40104 Dharche Rural Municipality,40104,12384.0,12227.0,12073.0,14639.0,14846.0,13390.0,14429.0,14429.0,401
W5rn6JqkqWQ,40105 Aarughat Rural Municipality,40105,21979.0,21680.0,21393.0,21975.0,22223.0,20354.0,20738.0,20738.0,401
ddOI93zq9oN,40106 Bhimsen Rural Municipality,40106,20028.0,19760.0,19500.0,17161.0,17309.0,16244.0,15601.0,15601.0,401
YSLRx59DlQr,40107 Siranchowk Rural Municipality,40107,21623.0,21345.0,21074.0,19905.0,20094.0,18620.0,18529.0,18529.0,401
mmprlbjqz1Q,40108 Palungtar Municipality,40108,35162.0,34711.0,34264.0,37394.0,37775.0,36893.0,36824.0,36824.0,401
KrUSn9d3nzS,40109 Gorkha Municipality,40109,48737.0,48182.0,47603.0,54174.0,54660.0,52038.0,52886.0,52886.0,401
YqZKl4lSpmW,40110 Shahid Lakhan Rural Municipality,40110,25264.0,24934.0,24605.0,22492.0,22716.0,22138.0,21709.0,21709.0,401
jUedBFxq6SW,40111 Gandaki Rural Municipality,40111,21274.0,20984.0,20700.0,21715.0,21949.0,20167.0,20676.0,20676.0,401
KOWaCIos3Lj,40201 Narapabhumi Rural Municipality,40201,542.0,539.0,535.0,445.0,458.0,431.0,359.0,359.0,402
hEMU333JF04,40202 Manang Ngisyang Rural Municipality,40202,2357.0,2342.0,2329.0,1684.0,1744.0,1793.0,1437.0,1437.0,402
ZeVizvQzOF0,40203 Chame Rural Municipality,40203,1390.0,1391.0,1392.0,1843.0,1826.0,1829.0,1309.0,1309.0,402
NkmeHh5GPgn,40204 Nashon Rural Municipality,40204,2073.0,2058.0,2042.0,1712.0,1780.0,1828.0,1585.0,1585.0,402
kyO0b88KERK,40301 Dalome Rural Municipality,40301,1350.0,1327.0,1304.0,1545.0,1613.0,1430.0,1243.0,1243.0,403
OlIvrs1zFmF,40302 Gharpajhong Rural Municipality,40302,3295.0,3224.0,3154.0,4910.0,5124.0,5421.0,3896.0,3896.0,403
Bqv2TrnSkXS,40303 Bahragaun Muktikshetra Rural Municipality,40303,2295.0,2253.0,2217.0,2629.0,2747.0,2541.0,1938.0,1938.0,403
KiNxPkMzj8m,40304 Lomanthang Rural Municipality,40304,2075.0,2035.0,1989.0,2012.0,2099.0,1685.0,1305.0,1305.0,403
uyBa1m2x09F,40305 Thasang Rural Municipality,40305,2816.0,2748.0,2681.0,3603.0,3755.0,3883.0,2811.0,2811.0,403
YXEeP5pYtvq,40401 Annapurna Rural Municipality,40401,13110.0,13079.0,13047.0,12876.0,12778.0,11925.0,11932.0,11932.0,404
h0biFY8WQEK,40402 Raghuganga Rural Municipality,40402,15441.0,15389.0,15331.0,15151.0,14957.0,14011.0,13541.0,13541.0,404
WWTyL8WoLTK,40403 Dhawalagiri Rural Municipality,40403,13559.0,13493.0,13425.0,12616.0,12687.0,12058.0,12095.0,12095.0,404
ckctcLLSYW2,40404 Malika Rural Municipality,40404,18620.0,18514.0,18412.0,18365.0,18468.0,17739.0,17932.0,17932.0,404
A4ASYhangp4,40405 Mangala Rural Municipality,40405,15873.0,15794.0,15716.0,14782.0,14837.0,14192.0,14115.0,14115.0,404
hCCeMTw69UU,40406 Beni Municipality,40406,34929.0,34813.0,34693.0,33650.0,33633.0,32767.0,32147.0,32147.0,404
ucVF5gpZ8D1,40501 Madi Rural Municipality,40501,21183.0,21561.0,21937.0,16352.0,16571.0,15823.0,15449.0,15449.0,405
Jlabga4mmIy,40502 Machhapuchchhre Rural Municipality,40502,25607.0,26076.0,26545.0,22063.0,22395.0,22534.0,22970.0,22970.0,405
SFZBuUvoplo,40503 Annapurna Rural Municipality,40503,27416.0,27891.0,28374.0,22568.0,22899.0,21851.0,21514.0,21514.0,405
EmYULdguYAk,40504 Pokhara Metropolitan City,40504,479963.0,489272.0,498731.0,525336.0,533049.0,539043.0,545176.0,545176.0,405
cXN4tjQ9drh,40505 Rupa Rural Municipality,40505,16863.0,17162.0,17460.0,14771.0,14955.0,14695.0,14849.0,14849.0,405
aM55chvJhun,40601 Dordi Rural Municipality,40601,18314.0,18335.0,18357.0,15647.0,15696.0,14396.0,15314.0,15314.0,406
EaAPclkdZck,40602 Marshyangdi Rural Municipality,40602,19152.0,19190.0,19219.0,17278.0,17352.0,15430.0,16451.0,16451.0,406
HNoO3MOxRs6,40603 Kwhola Sothar Rural Municipality,40603,10187.0,10201.0,10218.0,8012.0,8039.0,7222.0,7373.0,7373.0,406
FrZNY9SBOmG,40604 Madhya Nepal Municipality,40604,23901.0,23927.0,23956.0,21381.0,21432.0,21755.0,21362.0,21362.0,406
Va2R0WOfjZK,40605 Besishahar Municipality,40605,42553.0,42681.0,42797.0,38587.0,38722.0,38000.0,37534.0,37534.0,406
ptQeZdRtd7j,40606 Sundarbazar Municipality,40606,27668.0,27719.0,27764.0,26874.0,26928.0,26786.0,26820.0,26820.0,406
aATZkONVmES,40607 Rainas Municipality,40607,18661.0,18678.0,18698.0,17215.0,17247.0,17184.0,16919.0,16919.0,406
MBPs5x5ajKs,40608 Dudhapokhari Rural Municipality,40608,10994.0,11008.0,11024.0,8563.0,8581.0,7824.0,7928.0,7928.0,406
CPAdGKO7IuX,40701 Bhanu Municipality,40701,48614.0,48972.0,49324.0,43297.0,43556.0,42879.0,41548.0,41548.0,407
KBnzTHkoeM0,40702 Byas Municipality,40702,76276.0,76838.0,77408.0,81042.0,81742.0,79324.0,80797.0,80797.0,407
MO5gPhUVx1t,40703 Myagde Rural Municipality,40703,23721.0,23882.0,24046.0,23411.0,23583.0,22068.0,23659.0,23659.0,407
ZkUs4cVAgqm,40704 Shuklagandaki Municipality,40704,53320.0,53734.0,54146.0,55818.0,56286.0,56215.0,57288.0,57288.0,407
wZeA8yZcimo,40705 Bhimad Municipality,40705,32934.0,33152.0,33365.0,33120.0,33364.0,29463.0,28380.0,28380.0,407
nwHgeTvu876,40706 Ghiring Rural Municipality,40706,20151.0,20264.0,20374.0,15061.0,15193.0,13427.0,13023.0,13023.0,407
dSOcyKXtRHv,40707 Rhishing Rural Municipality,40707,26859.0,27005.0,27145.0,18848.0,19017.0,16623.0,15961.0,15961.0,407
WObZearD2p5,40708 Devghat Rural Municipality,40708,17381.0,17492.0,17600.0,15535.0,15516.0,13895.0,14024.0,14024.0,407
BVLET8oBWxi,40709 Bandipur Rural Municipality,40709,21269.0,21421.0,21574.0,19513.0,19640.0,17561.0,17944.0,17944.0,407
JdeVl61mwFO,40710 Aanbu Khaireni Rural Municipality,40710,22378.0,22537.0,22697.0,22381.0,22594.0,21460.0,22470.0,22470.0,407
kF2r78Cx9jX,40801 Gaidakot Municipality,40801,66007.0,66941.0,67892.0,80945.0,82272.0,81930.0,85620.0,85620.0,408
wIOJ0eVF34c,40802 Bulingtar Rural Municipality,40802,20977.0,21219.0,21464.0,14640.0,14913.0,14173.0,13416.0,13416.0,408
aU6oNY86CMb,40803 Bungdikali Rural Municipality,40803,17245.0,17447.0,17646.0,11371.0,11571.0,11017.0,10217.0,10217.0,408
TOA9PlmWliy,40804 Hupsekot Rural Municipality,40804,27631.0,27970.0,28313.0,26941.0,27431.0,26004.0,26763.0,26763.0,408
nx5muIcTFJu,40805 Devchuli Municipality,40805,47599.0,48263.0,48921.0,59556.0,60526.0,58923.0,62757.0,62757.0,408
aPYWk1hRPYY,40806 Kawasoti Municipality,40806,69667.0,70615.0,71572.0,87464.0,88872.0,89223.0,94528.0,94528.0,408
e5LLR9BS5yO,40807 Madhya Bindu Municipality,40807,60353.0,61150.0,61949.0,61710.0,62748.0,61368.0,62624.0,62624.0,408
yWuhof8ZxbV,40808 Binayi Tribeni Rural Municipality,40808,36732.0,37215.0,37703.0,39502.0,40144.0,38341.0,39687.0,39687.0,408
aM1i0dQi3ox,40901 Putalibazar Municipality,40901,41011.0,40329.0,39626.0,42512.0,42779.0,40413.0,40478.0,40478.0,409
wqUu19NIUqZ,40902 Phedikhola Rural Municipality,40902,10976.0,10775.0,10582.0,10799.0,10885.0,9462.0,10412.0,10412.0,409
u6No0Isa7dv,40903 Aandhikhola Rural Municipality,40903,14557.0,14274.0,13998.0,14988.0,15106.0,11514.0,12110.0,12110.0,409
tzwC5guXi9i,40904 Arjun Choupari Rural Municipality,40904,14189.0,13907.0,13633.0,14114.0,14239.0,12090.0,13348.0,13348.0,409
VngHSEILZUe,40905 Bhirkot Municipaity,40905,22736.0,22317.0,21904.0,22656.0,22844.0,21773.0,21646.0,21646.0,409
txbxUOKFj4k,40906 Biruwa Rural Municipality,40906,16219.0,15913.0,15615.0,13920.0,14036.0,12103.0,12808.0,12808.0,409
zWN7lMJ8DIY,40907 Harinas Rural Municipality,40907,15308.0,15016.0,14727.0,12998.0,13118.0,11470.0,12068.0,12068.0,409
M3ObAyvipp5,40908 Chapakot Municipality,40908,23253.0,22815.0,22383.0,22984.0,23156.0,22331.0,21941.0,21941.0,409
sYffyMFZFcY,40909 Walling Municipality,40909,46422.0,45562.0,44721.0,51153.0,51635.0,48762.0,49773.0,49773.0,409
deDcEgmY79F,40910 Galyang Municipality,40910,33764.0,33110.0,32470.0,31173.0,31485.0,30112.0,29021.0,29021.0,409
khbmnjhVw6M,40911 Kaligandaki Rural Municipality,40911,19435.0,19071.0,18715.0,18032.0,18190.0,15655.0,16826.0,16826.0,409
BfVFDcrQ4c9,41001 Modi Rural Municipality,41001,21417.0,21416.0,21418.0,18018.0,18045.0,17182.0,17953.0,17953.0,410
ctacaAbr1hR,41002 Jaljala Rural Municipality,41002,22055.0,22069.0,22085.0,21384.0,21430.0,19754.0,20814.0,20814.0,410
OghqD7YRDP9,41003 Kushma Municipality,41003,41598.0,41663.0,41713.0,39134.0,39109.0,37220.0,37305.0,37305.0,410
UOfRfLoQcDc,41004 Phalebas Municipality,41004,24732.0,24731.0,24728.0,20726.0,20722.0,19864.0,19198.0,19198.0,410
YSlivU7ElaL,41005 Mahashila Rural Municipality,41005,9808.0,9807.0,9805.0,8232.0,8235.0,7512.0,7595.0,7595.0,410
TfaB2muU8a0,41006 Bihadi Rural Municipality,41006,13343.0,13331.0,13328.0,12522.0,12547.0,9898.0,10080.0,10080.0,410
d7E7YIncDUK,41007 Paiyu Rural Municipality,41007,15384.0,15375.0,15357.0,12705.0,12716.0,11776.0,11928.0,11928.0,410
JX80Qhtamvy,41101 Baglung Municipality,41101,63947.0,64403.0,64860.0,58394.0,59133.0,55236.0,55061.0,55061.0,411
RALVkjcxCmw,41102 Kathekhola Rural Municipality,41102,27299.0,27434.0,27570.0,23000.0,23317.0,20769.0,21375.0,21375.0,411
XFE1qeAnWfW,41103 Tarakhola Rural Municipality,41103,12588.0,12657.0,12722.0,9316.0,9482.0,9356.0,9537.0,9537.0,411
MC8LYtFGC0z,41104 Tamankhola Rural Municipality,41104,11071.0,11126.0,11177.0,11307.0,11531.0,9116.0,9698.0,9698.0,411
slRFdUoESdt,41105 Dhorpatan Municipality,41105,27556.0,27690.0,27819.0,31064.0,31646.0,29560.0,30969.0,30969.0,411
uYoqkSry0gN,41106 Nisikhola Rural Municipality,41106,23998.0,24081.0,24164.0,23293.0,23794.0,21313.0,22840.0,22840.0,411
TlXDFMCSr7E,41107 Badigad Rural Municipality,41107,31953.0,32087.0,32220.0,28887.0,29458.0,26810.0,27990.0,27990.0,411
Jhlufw6stpU,41108 Galkot Municipality,41108,34750.0,34945.0,35139.0,30582.0,31062.0,29672.0,29600.0,29600.0,411
FQn7IHD6JHR,41109 Bareng Rural Municipality,41109,14968.0,15036.0,15099.0,11192.0,11383.0,10354.0,10246.0,10246.0,411
gtToi9UsdzQ,41110 Jaimuni Municipality,41110,33365.0,33534.0,33702.0,24849.0,25238.0,24011.0,22601.0,22601.0,411
ZWKia1zshTm,50101 Putha Uttanganga Rural Municipality,50101,19630.0,19828.0,20034.0,19418.0,19559.0,17860.0,17860.0,17860.0,501
LuBkxJ50bKr,50102 Sisne Rural Municipality,50102,17848.0,18024.0,18198.0,18794.0,19068.0,18516.0,18516.0,18516.0,501
qNdDbnter5g,50103 Bhoome Rural Municipality,50103,20087.0,20274.0,20455.0,19880.0,20159.0,19626.0,19626.0,19626.0,501
uZHgBUrBFiw,50201 Sunchhahari Rural Municipality,50201,16896.0,17005.0,17110.0,17317.0,17553.0,16962.0,16962.0,16962.0,502
YRQqsimTukd,50202 Thabang Rural Municipality,50202,11624.0,11695.0,11764.0,11031.0,11178.0,10662.0,10662.0,10662.0,502
JOFQcGku0Bj,50203 Paribartan Rural Municipality,50203,21800.0,21905.0,22016.0,22044.0,22324.0,21373.0,21373.0,21373.0,502
pm1YkHRJxZf,50204 Gangadev Rural Municipality,50204,20684.0,20770.0,20862.0,21796.0,22168.0,21406.0,21406.0,21406.0,502
jyzaWGbY6vG,50205 Madi Rural Municipality,50205,19042.0,19146.0,19250.0,18052.0,18294.0,17798.0,17798.0,17798.0,502
vTlkJzpiQKs,50206 Tribeni Rural Municipality,50206,25711.0,25871.0,26034.0,23242.0,23573.0,23131.0,23131.0,23131.0,502
QWWihVPHhq0,50207 Rolpa Municipality,50207,36787.0,37059.0,37305.0,36911.0,37002.0,35702.0,35702.0,35702.0,502
JWW0mCd4cEs,50208 Runtigadhi Rural Municipality,50208,29773.0,29933.0,30097.0,29169.0,29639.0,28171.0,28171.0,28171.0,502
Lc1kr8bTyYM,50209 Sunil Smriti Rural Municipality,50209,29315.0,29464.0,29621.0,30588.0,31014.0,30342.0,30342.0,30342.0,502
p0LUiD491Qx,50210 Lungri Rural Municipality,50210,24271.0,24392.0,24506.0,26604.0,27025.0,26223.0,26223.0,26223.0,502
xLz1yz1FdED,50301 Gaumukhi Rural Municipality,50301,26390.0,26541.0,26692.0,26081.0,26582.0,24841.0,24841.0,24841.0,503
NhzpDUmOnX1,50302 Naubahini Rural Municipality,50302,31588.0,31768.0,31949.0,32621.0,33236.0,31599.0,31599.0,31599.0,503
Kk6Rb9uAb3d,50303 JHIMRUK RURAL MUNICIPALITY,50303,29213.0,29364.0,29521.0,26557.0,26988.0,25263.0,25263.0,25263.0,503
yiATnGd1BVI,50304 Pyuthan Municipality,50304,42986.0,43318.0,43623.0,42251.0,42825.0,41477.0,41477.0,41477.0,503
MEAf91SGUMb,50305 SWARGADWARI MUNICIPALITY,50305,32683.0,32878.0,33077.0,32214.0,32765.0,31659.0,31659.0,31659.0,503
aTs11VMpZhZ,50306 Mandavi Rural Municipality,50306,15773.0,15866.0,15960.0,15818.0,16084.0,15175.0,15175.0,15175.0,503
dXlL4KSKWt8,50307 Mallarani Rural Municipality,50307,18828.0,18942.0,19052.0,17033.0,16910.0,15442.0,15442.0,15442.0,503
xE2NOY84Rnl,50308 AIRAWATI RURAL MUNICIPALITY,50308,23390.0,23522.0,23652.0,20457.0,20796.0,19585.0,19585.0,19585.0,503
pFBMPRDcabz,50309 Sarumarani Rural Municipality,50309,19451.0,19552.0,19661.0,19421.0,19742.0,19047.0,19047.0,19047.0,503
cbWHy3GuGSx,50401 Kali Gandaki Rural Municipality,50401,17538.0,17316.0,17100.0,15128.0,15256.0,14001.0,14001.0,14001.0,504
wS3hGPGJ5F3,50402 Satyawoti Rural Municipality,50402,22285.0,22030.0,21780.0,19776.0,19910.0,18085.0,18085.0,18085.0,504
xnEfw3zQ0ge,50403 Chandrakot Rural Municipality,50403,20396.0,20147.0,19905.0,18772.0,18914.0,17513.0,17513.0,17513.0,504
Aqx5bnogLPJ,50404 Musikot Municipality,50404,30545.0,30168.0,29791.0,28799.0,29035.0,27407.0,27407.0,27407.0,504
RfHnzEUDdXD,50405 Isma Rural Municipality,50405,19285.0,19039.0,18798.0,18555.0,18717.0,17490.0,17490.0,17490.0,504
KdxSxjtMLdr,50406 Malika Rural Municipality,50406,19960.0,19694.0,19429.0,20204.0,20388.0,19125.0,19125.0,19125.0,504
lx9rLUtsojg,50407 Madane Rural Municipality,50407,20170.0,19907.0,19641.0,19854.0,20068.0,18838.0,18838.0,18838.0,504
LbwlY7AUuoO,50408 Dhurkot Rural Municipality,50408,20638.0,20375.0,20121.0,18722.0,18863.0,17766.0,17766.0,17766.0,504
xWscpDITtKT,50409 Resunga Municipality,50409,31973.0,31620.0,31251.0,32003.0,32262.0,30316.0,30316.0,30316.0,504
N6qQtnkpek0,50410 Gulmi Durbar Rural Municipality,50410,20400.0,20156.0,19909.0,19434.0,19561.0,18003.0,18003.0,18003.0,504
c6YGJbse4zV,50411 Chhatrakot Rural Municipality,50411,19937.0,19710.0,19482.0,19260.0,19385.0,17991.0,17991.0,17991.0,504
BvUU5JiQxxL,50412 Rurukshetra Rural Municipality,50412,17305.0,17104.0,16908.0,16655.0,16750.0,15391.0,15391.0,15391.0,504
TfXLISHWMds,50501 Chhatradev Rural Municipality,50501,25388.0,25425.0,25455.0,21712.0,21844.0,19271.0,19271.0,19271.0,505
n4WyWRzfTV1,50502 Malarani Rural Municipality,50502,28263.0,28298.0,28333.0,23829.0,24024.0,21435.0,21435.0,21435.0,505
G4tF7L9A53i,50503 Bhumikasthan Municipality,50503,33032.0,33072.0,33114.0,28357.0,28614.0,27397.0,27397.0,27397.0,505
aGaKLs573SL,50504 Sandhikharka Municipality,50504,44293.0,44444.0,44594.0,43184.0,43445.0,41488.0,41488.0,41488.0,505
OV88QAACq49,50505 Panini Rural Municipality,50505,26620.0,26661.0,26699.0,22358.0,22534.0,19716.0,19716.0,19716.0,505
FKmy9u2N6bi,50506 Shitaganga Municipality,50506,44339.0,44383.0,44420.0,38012.0,38419.0,36513.0,36513.0,36513.0,505
wlbToQ1QwgX,50601 Rampur Municipality,50601,33963.0,33700.0,33439.0,39447.0,40163.0,40957.0,40957.0,40957.0,506
Jr8S8L8kRnR,50602 Purbakhola Rural Municipality,50602,18458.0,18297.0,18134.0,16193.0,16512.0,15278.0,15278.0,15278.0,506
r7SYGwmQrDC,50603 Rambha Rural Municipality,50603,19068.0,18909.0,18752.0,17134.0,17448.0,16372.0,16372.0,16372.0,506
IP8iwk6mPzl,50604 Baganaskali Rural Municipality,50604,20358.0,20219.0,20078.0,17037.0,17320.0,17615.0,17615.0,17615.0,506
f7uYPBZIlpR,50605 Tansen Municipality,50605,52172.0,51899.0,51614.0,53670.0,54342.0,51264.0,51264.0,51264.0,506
mlsVdmg9h5Q,50606 Ribdikot Rural Municipality,50606,17778.0,17650.0,17517.0,15695.0,15959.0,14807.0,14807.0,14807.0,506
p0awRGLIfjx,50607 Rainadevi Chhahara Rural Municipality,50607,25057.0,24851.0,24644.0,23854.0,24124.0,22296.0,22296.0,22296.0,506
JklR3e6RGTr,50608 Tinau Rural Municipality,50608,18508.0,18367.0,18230.0,18352.0,18745.0,16943.0,16943.0,16943.0,506
KBOIBsIq9R7,50609 Mathagadhi Rural Municipality,50609,23846.0,23662.0,23476.0,24099.0,24556.0,22682.0,22682.0,22682.0,506
RGfG4rzHv7x,50610 Nisdi Rural Municipality,50610,21509.0,21321.0,21140.0,17689.0,18072.0,17135.0,17135.0,17135.0,506
zXbXMAjhNVZ,50701 Bardaghat Municipality,50701,68340.0,69243.0,70150.0,75219.0,76444.0,79189.0,79189.0,79189.0,507
cMni1fmiBhC,50702 Sunawal Municipality,50702,62653.0,63473.0,64295.0,73143.0,74320.0,74997.0,74997.0,74997.0,507
vpjSGFCbvE7,50703 Ramgram Municipality,50703,67111.0,68081.0,69059.0,64763.0,65807.0,64992.0,64992.0,64992.0,507
tg2UgwXajLz,50704 Palhinandan Rural Municipality,50704,38995.0,39473.0,39958.0,40744.0,41403.0,38634.0,38634.0,38634.0,507
qrfWBT9SNii,50705 Sarawal Rural Municipality,50705,41497.0,42038.0,42582.0,42333.0,43074.0,42554.0,42554.0,42554.0,507
NeOKb340xom,50706 Pratapapur Rural Municipality,50706,50288.0,50959.0,51634.0,50472.0,51376.0,50082.0,50082.0,50082.0,507
Q3I95yshdeq,50707 Susta Rural Municipality,50707,39625.0,40113.0,40604.0,39917.0,40658.0,41084.0,41084.0,41084.0,507
dubj3bHIuwU,50801 Devdaha Municipality,50801,63202.0,64514.0,65848.0,71997.0,73193.0,75306.0,75306.0,75306.0,508
gE2JavhfKh8,50802 Butwal Sub-Metropolitan City,50802,167825.0,171595.0,175440.0,195565.0,198799.0,208306.0,208306.0,208306.0,508
LHlCGNNM8nF,50803 Sainamaina Municipality,50803,67511.0,68932.0,70374.0,79378.0,80458.0,82406.0,82406.0,82406.0,508
tzmIM8cMWUM,50804 Kanchan Rural Municipality,50804,38926.0,39725.0,40533.0,42655.0,43332.0,44171.0,44171.0,44171.0,508
u32KVYtm4F5,50805 Gaidahawa Rural Municipality,50805,55633.0,56735.0,57853.0,56709.0,57843.0,57286.0,57286.0,57286.0,508
IowlrcJuWwg,50806 Suddhodhan Rural Municipality,50806,40645.0,41465.0,42300.0,41587.0,42303.0,42755.0,42755.0,42755.0,508
OdmWg0ISpZw,50807 Siyari Rural Municipality,50807,45357.0,46300.0,47260.0,45505.0,46287.0,46018.0,46018.0,46018.0,508
YCPqJYFT5dV,50808 Tilottama Municipality,50808,118949.0,121521.0,124136.0,150008.0,152244.0,156369.0,156369.0,156369.0,508
Kz7sKOELAth,50809 Om Satiya Rural Municipality,50809,40291.0,41128.0,41982.0,41198.0,41938.0,41835.0,41835.0,41835.0,508
OQ45vAhGNNx,50810 Rohini Rural Municipality,50810,43563.0,44440.0,45331.0,43407.0,44230.0,44084.0,44084.0,44084.0,508
rA6JEBcbzki,50811 Siddharthanagar Municipality,50811,76892.0,78629.0,80401.0,76510.0,77778.0,76537.0,76537.0,76537.0,508
DUyrbiuup9f,50812 Mayadevi Rural Municipality,50812,55163.0,56272.0,57396.0,57963.0,58973.0,57712.0,57712.0,57712.0,508
ITx7KCEx8FO,50813 Lumbini Sanskritik Municipality,50813,84722.0,86392.0,88086.0,88431.0,90316.0,89149.0,89149.0,89149.0,508
GTIQpbx8nPD,50814 Kotahimai Rural Municipality,50814,48053.0,49051.0,50063.0,46567.0,47511.0,46725.0,46725.0,46725.0,508
pPbkIIGKxTf,50815 Sammarimai Rural Municipality,50815,44921.0,45842.0,46772.0,43445.0,44366.0,43821.0,43821.0,43821.0,508
uJxkS4JRVaJ,50816 Marchawari Rural Municipality,50816,45457.0,46399.0,47356.0,41193.0,42024.0,41434.0,41434.0,41434.0,508
HXvoe91QCtL,50901 Banganga Municipality,50901,87773.0,89280.0,90803.0,97413.0,99014.0,100921.0,100921.0,100921.0,509
HL9tr2v5Ekd,50902 Buddhabhumi Municipality,50902,75002.0,76285.0,77576.0,77932.0,79384.0,78668.0,78668.0,78668.0,509
E9DBRm8T3U9,50903 Shivaraj Municipality,50903,76331.0,77615.0,78913.0,85056.0,86826.0,87493.0,87493.0,87493.0,509
k4A8ETgxdkZ,50904 Bijayanagar Rural Municipality,50904,42084.0,42821.0,43567.0,43654.0,44652.0,43858.0,43858.0,43858.0,509
t5SAADE3GA6,50905 Krishnanagar Municipality,50905,71162.0,72408.0,73664.0,71414.0,72995.0,71805.0,71805.0,71805.0,509
uxG1PtRsuGp,50906 Maharajganj Municipality,50906,62476.0,63553.0,64644.0,65962.0,67471.0,65866.0,65866.0,65866.0,509
pd1zu9cgxMT,50907 Kapilbastu Municipality,50907,88054.0,89546.0,91072.0,91287.0,92860.0,91392.0,91392.0,91392.0,509
ZaM840fa3qQ,50908 Yasodhara Rural Municipality,50908,44436.0,45209.0,45986.0,45333.0,46376.0,45771.0,45771.0,45771.0,509
A2wIau57qEM,50909 Mayadevi Rural Municipality,50909,55004.0,55914.0,56834.0,57391.0,58709.0,57081.0,57081.0,57081.0,509
dLEIDoJr160,50910 Shuddhodhan Rural Municipality,50910,51189.0,52043.0,52905.0,53649.0,54902.0,54038.0,54038.0,54038.0,509
WMm4dtLoyR0,51001 Bangalachuli Rural Municipality,51001,27277.0,27712.0,28154.0,22956.0,23458.0,22681.0,22681.0,22681.0,510
VcF5bn0dGEP,51002 Ghorahi Sub-Metropolitan City,51002,182449.0,185690.0,188950.0,203094.0,205827.0,205150.0,205150.0,205150.0,510
gvkv2hCpAS3,51003 Tulsipur Sub-Metropolitan City,51003,164118.0,167014.0,169950.0,182039.0,184531.0,184476.0,184476.0,184476.0,510
MMADUK9D3Fi,51004 Shantinagar Rural Municipality,51004,28916.0,29404.0,29906.0,27733.0,28168.0,27925.0,27925.0,27925.0,510
qlfB0yF9ruz,51005 Babai Rural Municipality,51005,31116.0,31632.0,32155.0,31401.0,31922.0,31467.0,31467.0,31467.0,510
qSqjrMwbIvJ,51006 Dangisharan Rural Municipality,51006,24604.0,25031.0,25461.0,23728.0,24080.0,23605.0,23605.0,23605.0,510
LNLe1sdQtNV,51007 Lamahi Municipality,51007,55182.0,56164.0,57162.0,59301.0,60163.0,59665.0,59665.0,59665.0,510
ZxJiWxbQnck,51008 Rapti Rural Municipality,51008,47014.0,47847.0,48690.0,52826.0,53470.0,52606.0,52606.0,52606.0,510
e6uMoYPaXg3,51009 Gadhawa Rural Municipality,51009,44375.0,45142.0,45923.0,46389.0,47114.0,45455.0,45455.0,45455.0,510
buXxVwO9Yq6,51010 Rajpur Rural Municipality,51010,28449.0,28927.0,29410.0,28496.0,29043.0,28145.0,28145.0,28145.0,510
JJrKf4wS7Ve,51101 Rapti Sonari Rural Municipality,51101,72470.0,74083.0,75723.0,67994.0,69341.0,68213.0,68213.0,68213.0,511
SIqTXJ5z1r1,51102 Kohalpur Municipality,51102,86986.0,89004.0,91067.0,101179.0,102904.0,107374.0,107374.0,107374.0,511
WqkOGpZoSuq,51103 Baijanath Rural Municipality,51103,66025.0,67513.0,69033.0,70527.0,71861.0,72825.0,72825.0,72825.0,511
K5b2F4DDUrh,51104 Khajura Rural Municipality,51104,61336.0,62714.0,64122.0,64163.0,65307.0,64660.0,64660.0,64660.0,511
